ID;CODE;DRUG-GENERIC1;CONNECTOR1;CATEGORY;CONNECTOR2;CONNECTOR3;OPTIONAL CONNECTOR1;with…..;OPTIONAL CONNECTOR2;CONNECTOR4;FORMULA;CONNECTOR5;DRUG-GENERIC2;CONNECTOR6;COUNTRY;CONNECTOR7;NAMES-TRADE;NAMES-OLD;CONNECTOR8;TEXT for HOW IT MIGHT WORK;REFERENCE1;REFERENCE;COMBINATION_new;DEPOT1_new;DEPOT2_new;COMBINATION;DEPOT1;DEPOT2;Drug-generic (with additions);;;
46;A.III.8.b ;Clopenthixol;is in the ;thioxanthene; category of antipsychotic.;It has a;;;;full chemical formula of ;(Z)-4-[3-(2-chlorothioxanthen-9-ylidene)propyl]-1- piperazineethanol Clopenthixol = 1/3 (Z)-clopenthixol+2/3 (E)-clopenthixol (Z)-clopenthixol = zuclopenthixol;. ;Clopenthixol; has been marketed or used in ;Netherlands, Spain, Austria, Iceland, Hungary, SlovakiaLTV, Czech Republic, Denmark, Belgium, Switzerland, United Kingdom, Republic of South Africa, France, Germany, Greece, Italy; under the trade or premarketing names of ;Cisordinol, Clopixol, Ciatyl Z, Ciatyl, Sordinol;NM: Cisordinol Lundbeck, NL, ESP: f-c tabs. 2mg (not in ESP), 10mg, 25mg and 40mg - drops 20mg/ml - amps. 10mg/ml (1 %)(not in ESP) NM: Cisordinol Lundbeck FIN, NOR, A, ICL, HUN, CZ, SK, LTV: f-c tabs. 2mg (not in HUN, CZ, SK), 10mg, 25mg, 40mg (not in CZ, SK) - drops 20mg/ml (not in CZ, SK) - amps. 10mg per ml - mikstur 2mg/ml (not in HUN, CZ, SK) NM: Cisordinol DK,SWE: f-c tabs. 2mg, 10mg, 25mg - amps. 10mg per ml - mixtur 2mg/ml - droppar 20mg/ml NM: Clopixol Lundbeck, B: f-c tabs. 2mg, 10mg, 25mg - amps. 10mg/ml - drops 20mg/ml NM: Clopixol Lundbeck, CH: f-c tabs. 2mg, 10mg, 25mg, 40mg - amps. 10mg/ml - drops 20mg per ml - mixture (syrup) 2mg/ml NM: Clopixol Lundbeck, UK, RSA, SLV: f-c tabs. 2mg (not in SLV), 10mg, 25mg NM: Clopixol Lundbeck, F: f-c tabs. 10mg, 25mg - drops 20mg/ml NM: Ciatyl Z Bayer, BRD: f-c tabs. 2mg, 10mg, 25mg - Tropfen 20mg/ml NM: Ciatyl Bayer, BRD - Tropon, GR: (1/3 Z-isomer + 2/3 E-isomer) f-c tabs. 25mg (in BRD also amps.25mg/ml) NM: Sordinol Lundbeck, ITA: s-c tabs. 5mg, 10mg, 25mg (1/3 Z-isomer + 2/3 E-isomer) NM: Clopixol Lundbeck, ITA: f-c tabs. 10mg, 25mg, 40mg - drops 20mg/ml - amps.10mg/ml NM: Clopixol Lundbeck, RSA: f-c tabs.2mg, 10mg, 25mg - drops 20mg/ml;. ;D /D antagonist. Potent neuroleptic in the treatment of schizophrenic disorders, especially 1 2 psychoses with agitation and aggressive behavior. The (Z)-isomer is assumed to be the neuroleptic active component. Usual oral dosage 20 mg - 75 mg, up to 150mg or higher daily. Plasma elimination half-life of zuclopenthixol in healthy subjects after oral administration about 20.4 hours/ mean plasma half-life of (E)-clopenthixol in healthy volunteers approx. 31 hours. Release half-life of zuclopenthixol decanoate (oily solution) recorded in patients about 19 days. No early plasma peak is observed after the injection.;"Poulsen JH, Olesen OV, Larsen NE~Fluctuation of serum zuclopenthixol concentrations in patients treated with zuclopenthixol decanoate in viscoleo~Therapeutic drug monitoring~1994~16(2)~155-9#Chauvot B, Bertholon F, Pascalis JG, Rifai A~Prise en charge des psychoses et zuclopenthixol. A propos de 14 cas cliniques~Presse Médicale~1994~26(9)~972-9#
Malt UF, Nystad R, Bache T, Noren O, Sjaastad M, Solberg KO, et al.~Effectiveness of zuclopenthixol compared with haloperidol in the treatment of behavioural disturbances in learning disabled patients~The British journal of psychiatry : the journal of mental science~1995~166(3)~374-7
";Poulsen JH, Olesen OV, Larsen NE: Fluctuation of serum zuclopenthixol concentrations in patients treated with zuclopenthixol decanoate in viscoleo. Ther Drug Monit 16/2: 155-159, 1994 - Chauvot B, Bertholon F, Pascalis JG, Rifai A: Prise en charge des psychoses et zuclopenthixol. A propos de 14 cas cliniques. Presse Médicale 26/9: 972-979, 1994 - Malt UF, Nystad R, Bache T & al: Effectiveness of zuclopenthixol compared with haloperidol in the treatment of behavioural disturbances in learning disabled patients. Br J Psychiatry 166: 374-377, 1995.;;"20% ZUCLOPENTHIXOL DECANOATE IN VISCOLEO: Cisordinol Depot (amps. 200mg/ml - vials 2g/10ml - amps. 200mg/ml - amps. 500mg/ml amps. 100mg/½ml), Cisordinol Depot (amps. 100mg/½ml, 200mg/ml,500mg/ml), Clopixol injection (amps.200mg/ml - vials 2g/10ml), Clopixol Conc. (amps.500mg/ml (50 %)), Clopixol Depot (amps. 200mg/ml - vials 2g/10ml, amps. 50mg/ml), Clopixol, Action Prolongée (amps. 200mg/ml), Ciatyl Z Depot (amps. 200mg/ml)/ 5 % ZUCLOPENTHIXOL ACETATE IN VISCOLEO: Cisordinol-Acufase (amps. 50mg/ml), Cisordinol-Acutard (amps. 50mg/ml, 100mg/2ml), Clopixol-Acutard (amps. 50mg/ml, 100mg/2ml), Clopixol-Acuphase (amps. 50mg/ml, 100mg/2ml), Clopixol), Action Semi Prolongée (amps. 50mg/ml, 100mg/2ml), Ciatyl Z Acuphase (amps. 50mg/ml, 100mg/2ml), Lu 0-108 (zuclopenthixol), Lu 18-069 (zuclopenthixol acetate), Lu 8-008 (zuclopenthixol decanoate)
";;;DEP: DEPOT INJECTIONS 20% ZUCLOPENTHIXOL DECANOATE IN VISCOLEO: NM: Cisordinol Depot Lundbeck, DK, FIN, NOR: amps. 200mg/ml - vials 2g/10ml - SWE, A, ESP, NL, HUN, CZ, SK, LTV: amps. 200mg/ml - DK, NL, FIN, A, LTV: also amps. 500mg/ml (in DK also amps. 100mg/½ml) NM: Cisordinol Depot Lundbeck, ICL: amps. 100mg/½ml, 200mg/ml,500mg/ml NM: Clopixol injection Lundbeck, UK: amps.200mg/ml - vials 2g/10ml NM: Clopixol Conc. Lundbeck, UK: amps.500mg/ml (50 %) NM: Clopixol Depot Lundbeck, B, CH, RSA, ITA, SLV: amps. 200mg/ml - in CH also vials 2g/10ml, in RSA also amps. 50mg/ml NM: Clopixol NM: Action Prolongée Lundbeck, F: amps. 200mg/ml NM: Ciatyl Z Depot Bayer, BRD: amps. 200mg/ml INJECTIONS 5 % ZUCLOPENTHIXOL ACETATE IN VISCOLEO: NM: Cisordinol-Acufase Lundbeck, ESP: amps. 50mg/ml NM: Cisordinol-Acutard Lundbeck, DK, FIN, NL, SWE, A, ICL, NOR, HUN, CZ, SK: amps. 50mg/ml and 100mg/2ml NM: Clopixol-Acutard Lundbeck, CH, B: amps. 50mg/ml and 100mg/2ml NM: Clopixol-Acuphase Lundbeck, IRL, UK, RSA, ITA, SLV: amps. 50mg/ml, 100mg/2ml (not in SLV) NM: Clopixol NM: Action Semi Prolongée Lundbeck, F: amps. 50mg/ml, 100mg/2ml NM: Ciatyl Z Acuphase Bayer, BRD: amps. 50mg/ml, 100mg/2ml NM: Lu 0-108 zuclopenthixol NM: Lu 18-069 zuclopenthixol acetate NM: Lu 8-008 zuclopenthixol decanoate;;clopenthixol;;;
47;A.III.8.b ;Flupentixol;is in the ;thioxanthene; category of antipsychotic.;It has a;;;;full chemical formula of ;4-[3-(2-(trifluoromethyl)thioxanthen-9-ylidene) propyl]-1- piperazineethanol (dihydrochloride);. ;Flupentixol; has been marketed or used in ;Netherlands, Austria, Hungary, Czech Republic, SlovakiaBelgium, Switzerland, United Kingdom, France, Germany, Denmark, Norway, Iceland, Republic of South Africa, Finland, Sweden, Portugal; under the trade or premarketing names of ;Fluanxol, Depixol;NM: Fluanxol Lundbeck, NL, A, HUN, CZ, SK: s-c tabs. ½mg (not in HUN, CZ, SK), 1mg (not in HUN), 5mg (not in CZ, SK) -drops. 100mg/ml (10%) (not in HUN, CZ, SK) (in A also drops 0.4%) NM: Fluanxol Lundbeck, B: s-c tabs. ½mg, 1mg, 3mg -drops. 0.4% and drops 10% NM: Fluanxol Lundbeck, CH: s-c tabs. ½mg, 1mg, 5mg - drops 4mg/ml - forte drops 100mg/ml (10%) NM: Fluanxol Lundbeck, UK: s-c tabs. ½mg and 1mg NM: Depixol Lundbeck, UK: s-c tabs. 3mg NM: Fluanxol Lundbeck, F: solution buvable 40mg/ml (1 drop 1 mg) NM: Fluanxol Lundbeck, SLV: tabs.3mg NM: Fluanxol Bayer, BRD: s-c tabs. ½mg and 5mg - drops 50mg/ml NM: Fluanxol Lundbeck, DK, NOR: mite s-c tabs. ¼mg, ½mg, 1mg - tabs. 5mg - drops 100mg/ml - mikstur 0.2mg/ml (not in NOR) NM: Fluanxol Lundbeck, ICL, RSA: tabs. ¼mg, ½mg, 1mg NM: Fluanxol Lundbeck, FIN: s-c tabs. ½mg, 1mg, 5mg - drops 100mg/ml (10%) SWE: s-c tabs, ¼mg, ½mg, 1mg, 5mg NM: Fluanxol Bial, PORT: s-c tabs. 3mg (2%):;. ;D /D /5-HT antagonist. Strong inhibitor of the adenylcyclase activity by dopamine stimulation. 1 2 2 Oral dosage in the management of schizophrenic disorders l5 to 60 mg daily. According to French data up to 200 or 400 mg daily. At low dosage, 1 to 3 mg/day, mood elevating and anxiolytic properties reported. Intervals between depot injections 2 to 4 weeks. Mean plasma half-life in patients after oral administration of the (Z)-isomer about 35 hours. Release half-life of flupentixol decanoate 3 to 8 days/ release t½ of (Z)-flupentixol palmitate about 17 days.;"Gawin F, Khalsa M, Brown J, Jatlow P~Flupenthixol treatment of crack users: Initial double-blind results~NIDA RESEARCH MONOGRAPH~1993~132(319-)~#Kutcher S, Papatheodorou G, Reiter S, Gardner D~The successful pharmacological treatment of adolescents and young adults with borderline personality disorder: a preliminary open trial of flupenthixol~Journal of psychiatry & neuroscience : JPN~1995~20(2)~113-8#
Böning J, Matern C, Fleischmann H, Täschner K-L, Jungkunz G, Jansen H, et al.~Drug-supported prevention of relapse in alcoholism with flupentixol-decanoate. Critical reflections about methodology and standard~European Neuropsychopharmacology~1995~5(3)~396-7
";Gawin FH, Khalsa ME, Brown J, Jatlow P: Flupenthixol in the treatment of crack users: Initial double-blind results. NIDA Res Monogr Ser -/132: 319, 1993 - Kutcher S, Papatheodorou G, Reither S, Gardner D: The succesful pharmacological treatment of adolescents and young adults with borderline personality disorder: A preliminary open trial of flupenthixol. J Psychiatry Neurosci 20/2: 113-118, 1995 - Böning J, Matern Ch, Fleischmann H & al: Drug-supported prevention of relapse in alcoholism with flupentixol decanoate. Critical reflections about methodology and standard. Eur Neuropsychopharmacology 5/3: 396- 397 (abstr P-10-13), 1995.;;(Z)-FLUPENTIXOL DECANOATE IN VISCOLEO: Fluanxol Depot 2% (amps. 20mg/ml, 40mg/2ml - vials 200mg/10ml – amps. 20mg/ml, 40mg/2ml - amps./syringes 20mg/ml, 40mg/2ml - vials 200mg/10ml, amps.20mg/ml), Fluanxol Depot (amps.syringes 20mg/ml, 40mg/2ml, vials 200mg/10ml), Fluanxol Depot 2% (amps. 10mg/½ml, 20mg/ml - vials 60mg/3ml, vials 200mg/10ml), Fluanxol LP 20mg/ml (amps. 20mg/ml), Depixol injection (amps./syringes 20mg/ml, 40mg/2ml -vials 200mg/10ml), Fluanxol Depot 2% (amps. 20mg/ml, 40mg/2ml), Fluanxol Retard (amps. 20mg/ml (10%));(Z)-FLUPENTIXOL DECANOATE IN VISCOLEO: Fluanxol Depot 10% (amps. 100mg/ml, amps. 100mg/ml - vials 500mg/5ml, amps. 50mg/½ml), Fluanxol Depot 10% (amps. 100mg/ml), Fluanxol LP 100mg/ml (100mg/ml), Depixol-Conc. (amps. 100mg/ml, 50mg/½ml, 200mg/ml (low volume)- vials 500mg/5ml, 200mg/10ml), Fluanxol Retard (amps.100mg/ml), Lu 7105 ((Z)-flupentixol decanoate 10% solution in Viscoleo), Lu 5-110 ((Z)-flupentixol decanoate), Lu 10-040 ((Z)-flupentixol palmitate (development discontinued));;DEP: DEPOT INJECTIONS (Z)-FLUPENTIXOL DECANOATE IN VISCOLEO: NM: Fluanxol Depot 2% Lundbeck, NL: amps. 20mg/ml, 40mg/2ml - vials 200mg/10ml – B, FIN: amps. 20mg/ml and 40mg/2ml - DK, A, HUN, CZ, SK: amps./syringes 20mg/ml (not in CZ, SK), 40mg/2ml - vials 200mg/10ml (not in A, HUN, CZ, SK) - SLV: amps.20mg/ml NM: Fluanxol Depot Lundbeck, CH, NOR, SWE, RSA: amps.syringes 20mg/ml, 40mg/2ml (vials 200mg/10ml in RSA) NM: Fluanxol Depot 2% Bayer, BRD: amps. 10mg/½ml and 20mg/ml - vials 60mg/3ml and vials 200mg/10ml NM: Fluanxol LP 20mg/ml Lundbeck, F: amps. 20mg/ml NM: Depixol injection Lundbeck, UK: amps./syringes 20mg/ml and 40mg/2ml -vials 200mg/10ml NM: Fluanxol Depot 2% Lundbeck, ICL: amps. 20mg/ml, 40mg/2ml NM: Fluanxol Retard Bial, PORT: amps. 20mg/ml (10%):;DEP: DEPOT INJECTIONS (Z)-FLUPENTIXOL DECANOATE IN VISCOLEO: NM: Fluanxol Depot 10% Lundbeck, B, NL, RSA, A, HUN: amps. 100mg/ml/ CH, DK, FIN, NOR, SWE, ICL: amps. 100mg/ml - vials 500mg/5ml (in CH, FIN, DK also amps. 50mg/½ml) NM: Fluanxol Depot 10% Bayer, BRD: amps. 100mg/ml NM: Fluanxol LP 100mg/ml Lundbeck, F: 100mg/ml NM: Depixol-Conc. Lundbeck, UK: amps. 100mg/ml, 50mg/½ml, 200mg/ml (low volume)- vials 500mg/5ml, 200mg/10ml NM: Fluanxol Retard Bial, PORT: amps.100mg/ml NM: Lu 7105 (Z)-flupentixol decanoate 10% solution in Viscoleo NM: Lu 5-110 (Z)-flupentixol decanoate NM: Lu 10-040 (Z)-flupentixol palmitate (development discontinued);flupentixol (N 7009);;;
48;A.III.8.b ;Piflutixol;is in the ;thioxanthene; category of antipsychotic.;It has a;;;;full chemical formula of ;1-[3-(6-fluoro-2-trifluoromethyl-thioxanthen-9- ylidene)propyl]-4-piperidineethanol;. ;Piflutixol; has been marketed or used in ;Denmark; under the trade or premarketing names of ;Lu 13-013, Lu 13-078;NM: Lu 13-013 Lundbeck, DK NM: Lu 13-078 (E)-isomer;. ;Potential neuroleptic agent. At low dosage cataleptic effects in animal model. Inhibits methylphenidate-induced stereotypy. Antagonizes conditioned avoidance reactions. Stereoselectivity. Studied in the treatment of psychoses.;Kilpatrick GJ, Jenner P, Marsden CD~Specific [3H]piflutixol binding to CHAPS-solubilised rat striatal preparations involves dopamine D-2 but not D-1 binding sites~Journal of neurochemistry~1986~46(2)~413-21;Kilpatrick GJ, Jenner P, Marsden CD: Specific [ H]piflutixol binding to CHAPS-solubilized rat striatal 3 preparations involves D-2 but not D-1 binding sites. J Neurochemistry 46: 413-421, 1986.;;;;;;;piflutixol;;;
49;A.III.8.b ;Teflutixol;is in the ;thioxanthene; category of antipsychotic.;It has a;;;;full chemical formula of ;4-[3-(6-fluoro-2-trifluoromethyl-thioxanthen -9-yl)propyl]-1- piperazineethanol;. ;Teflutixol; has been marketed or used in ;Denmark; under the trade or premarketing names of ;Lu 10-022, Lu 10-163;NM: Lu 10-022 Lundbeck, DK NM: Lu 10-163 (decanoate ester);. ;Long-acting dopamine receptor blocking effect. Clinical trials in the management of psychotic disorders. Dosage 3 - 20 mg once daily. In later studies ½ up to 3 mg/day.;Botte L~Teflutixol (Lu 10-022): a new thioxanthene derivative with antipsychotic properties. A pilot study~Acta psychiatrica Belgica~1983~83(4)~397-406;Botte L: Teflutixol (Lu 10-022): a new thioxanthene derivative with antipsychotic properties. Acta Psychiatr Belg 83: 397-406, 1983.;;;;;;;teflutixol;;;
50;A.III.8.b ;Thiothixene;is in the ;thioxanthene; category of antipsychotic.;It has a;;;;full chemical formula of ;(Z)-N,N-dimethyl-9-[3-(4-methyl-1-piperazinyl) propylidene]thioxanthene-2-sulfonamide;. ;Thiothixene; has been marketed or used in ;Netherlands, Denmark, Sweden, Finland; under the trade or premarketing names of ;Navane, Orbinamon, P 4657 A;NM: Navane Pfizer, NL, DK - Roerig, SWE: tabs. 10mg NM: Navane Pfizer, FIN: tabs. 10mg (deleted) NM: Navane Roerig, USA: caps.1mg, 2mg, 5mg, 10mg, 20mg - amps.2mg/ml and 5mg/ml - concentrate for oral use 5mg/ml NM: Orbinamon Pfizer, BRD: tabs. 10mg (deleted) NM: P 4657 A (E)-isomer;. ;Potent neuroleptic agent. Clinical dosage 20 to 60 mg daily. Stereoselectivity/ the (Z)-isomer appears to be the neuroleptic active compound. Only minor sedative properties. Terminal plasma half-life in patients about 34 hours.;Finkel SI, Lyons JS, Anderson RL, Sherrell K, Davis J, Cohen?Mansfield J, et al.~A randomized, placebo?controlled trial of thiothixene in agitated, demented nursing home patients'~International Journal of Geriatric Psychiatry~1995~10(2)~129-36#Markowitz JS, Gaulin BD, Good MI~Significance of plasma thiothixene concentrations~The Annals of pharmacotherapy~1995~29(7-8)~789-90;Finkel SI, Lyons JS, Anderson RL & al: A randomized, placebo-controlled trial of thiothixene in agitated, demented nurisng home patients. Int J Geriatr Psychiatry 10/2: 129-136, 1995 - Markowitz LS, Gaulin BD, Good MI: Significance of plasma thiothixene concentrations. Ann Pharmacotherapy 29: 789-790, 1995.;;;;;;;thiothixene (P 4657 B, (Z)-isomer);;;
51;A.III.8.b ;Clothixamide;is in the ;thioxanthene; category of antipsychotic.;It has a;;;;full chemical formula of ;(Z)-4-[3-(2-chlorothioxanthen-9-ylidene) propyl]piperazin-1-yl- N-methyl-propionamide;. ;Clothixamide; has been marketed or used in ;United States of America; under the trade or premarketing names of ;P 4385 B, P 4385 A;NM: P 4385 B Pfizer, USA (Z)-isomer/ shown in formula NM: P 4385 A (E)-isomer;. ;As hydrochloride or as dimaleate. Stereoselectivity/ the (Z)- isomer of clothixamide is reported to be a psychotropic with neuroleptic activity/ the (E)-form appeared to be significantly less active. No recent references.;;;;;;;;;clothixamide (P 4385);;;
52;A.III.8.b ;Fluprothixene;is in the ;thioxanthene; category of antipsychotic.;It has a;;;;full chemical formula of ;(E)-N,N-dimethyl-3-[2-(trifluoromethyl) thioxanthen-9- ylidene]propylamine;. ;Fluprothixene; has been marketed or used in ;United States of America; under the trade or premarketing names of ;SKF 10.812;NM: SKF 10.812 SmithKline Beecham, USA;. ;Preliminary clinical studies in the treatment of chronic schizophrenia. Used dosage 30 to 150 mg daily/ doses up to 300 mg/day have been given. Tachycardia reported/ only minor extrapyramidal reactions. Cis/trans-isomerism/ the publications refer to the trans-form.;Sugerman A~Studies with the thioxanthenes~Modern Problems of Pharmacopsychiatry: The Thioxanthenes Basel, S Karger~1969~2(80-4)~#Abernathy CO, Zimmerman HJ~The toxicity of thioxanthene neuroleptics to isolated rat liver cells~Proceedings of the Society for Experimental Biology and Medicine Society for Experimental Biology and Medicine (New York, NY)~1975~150(2)~385-9;Sugerman AA: Studies with the thioxanthenes. In: Modern Problems Pharmacopsychiatry. Karger Basel/New York. Vol. 2, pp. 80-84, 1969 - Abernathy CO, Zimmerman HJ: The toxicity of thioxanthene neuroleptics to isolated rat liver cells. Proc Soc Biol Med 150: 385-389, 1975.;;;;;;;fluprothixene;;;
53;A.III.8.c ;Pimethixene;is in the ;thioxanthene ; category of antipsychotic.;It has a;;;;full chemical formula of ;N-methyl-4-(thioxanthen-9-ylidene)piperidine;. ;Pimethixene; has been marketed or used in ;Greece, France; under the trade or premarketing names of ;Audicalm, Bovix simple, Calmixène, Haustin, Neo Kalmetta, Salcemetic, Sedosil ;NM: Audicalm Medichrom, GR: syrup 1mg/ml NM: Bovix simple Erfar, GR: syrup 1mg/ml NM: Calmixène Sandoz, F: syrup 2mg/10ml NM: Haustin Chrispa, GR: syrup 1mg/ml NM: Neo Kalmetta Coup,GR: syrup 1mg/ml NM: Salcemetic Remedina, GR: syrup 1mg/ml NM: Sedosil Vifor Fribourg, CH: syrup ½mg/5ml;. ;Thioxanthene derivative without neuroleptic activity. Antagonistic effects on histamine, serotonin and catecholamines reported. Sedative, anxiolytic and hypnotic properties. Also investigated as premedication for surgery. Mainly used as antihistaminic and 'calmative'.;Du Pan RM, Vuille G~[Difference in sensitivity to sedative drugs between infant and child of school age. Study of a new sedative, BP 400 (author's transl)]~Schweizerische Rundschau fur Medizin Praxis = Revue suisse de medecine Praxis~1975~64(33)~1050-7#Neuhaus T~[BP 400. A new sedative drug for pediatric patients (author's transl)]~Schweizerische Rundschau fur Medizin Praxis = Revue suisse de medecine Praxis~1976~65(51)~1603-10;de Pan R, Vuille G: A propos de Ia différence de sensibilité aux sédatifs entre le nourisson et l'enfant d'âge scolaire. Etude d'un nouveau sédatif, le BP 400. Praxis 64: 1050-1057, 1975 - Neuhaus T: BP 400 - ein neues Sedativum fur die pädiatrische Praxis. Praxis 65: 1603-1610, 1976.;;;;;;;pimethixene (BP 400);;;
54;A.III.9 ;Rilapine;is in the ;tricyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;(Z)-2-chloro-10-(4-methyl-1-piperazinyl)-5Hdibenzo[ a,d]cycloheptene- 5, -acetonitrile;. ;Rilapine; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;High affinity for 5-HT receptor. Potential antipsychotic agent. 7 Preliminary pharmacological investigations. So far no clinical data available. Development discontinued.;Suppl to WHO Chronicle~Formula and steric configuration~~1984~38(4)~19#Roth BL, Craigo SC, Choudhary MS, Uluer A, Monsma FJ, Jr., Shen Y, et al.~Binding of typical and atypical antipsychotic agents to 5-hydroxytryptamine-6 and 5-hydroxytryptamine-7 receptors~The Journal of pharmacology and experimental therapeutics~1994~268(3)~1403-10;Formula and steric configuration according to supplement INN WHO Chronicle 38(4): 19, 1984 - Roth BL, Craigo SC, Choudhary MS & al: Binding of typical and atypical antipsychotic agents to 5- hydroxytryptamine-6 and 5-hydroxytryptamine-7 receptors. J Pharmacol Exp Ther 268/3: 1403-1410, 1994.;;;;;;;rilapine;;;
55;A.III.9 ;Tenilapine;is in the ;tricyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;(E)-5-(4-methyl-1-piperazinyl)-9H-dithieno [3,4-b:3',4'-e]azepine- 9, -acetonitrile;. ;Tenilapine; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;According to animal model potential antipsychotic agent. Preliminary pharmacological investigations and preclinical studies.;Suppl to WHO Chronicle~~~1984~38(Oct)~21;Suppl to WHO Chronicle 38(Oct.): 21, 1984.;;;;;;;tenilapine;;;
56;A.III.9 ;Flutroline;is in the ;tricyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;(±)-8-fluoro- ,5-bis(p-fluorophenyl)-1,3,4,5-tetrahydro-2Hpyrido[ 4,3-b] indole-2-butanol;. ;Flutroline; has been marketed or used in ;United States of America; under the trade or premarketing names of ;CP 36.584;NM: CP 36.584 Pfizer, USA;. ;Derivative of gamma-carboline. Neuroleptic agent. Effective dose 20 to 100 mg/day. With increasing dosage higher incidence of extrapyramidal symptoms reported. Double-blind clinical investigations in the treatment of schizophrenic psychoses.;"Delenk-Heydenreich K, Henkler G, Keller U, Klotzbach M, Koch H, Muller W, et al.~[Progress in the field of drug development. 17]~Die Pharmazie~1984~39(11)~725-37#Sarges R, Howard HR, Donahue KM, Welch WM, Dominy BW, Weissman A, et al.~Neuroleptic activity of chiral trans-hexahydro-gamma-carbolines~Journal of medicinal chemistry~1986~29(1)~8-19#
Lehmann J, Knoch F, Jiang N~[Indoles. 10. Synthesis, structure and D2-affinity of beta-carboline analogs of flutroline]~Archiv der Pharmazie~1993~326(12)~947-51

";Délenk-Heydenreich K, Henkler G, Keller U, et al: Fortschritte auf dem Gebiet der Arzneimittelentwicklung.Pharmazie 39:725-737, 1984 - Dominy BW, Weissman A: Neuroleptic activity of chiral trans hexahydro gamma-carbolines. J Med Chem 29: 8-19, 1986 - Indoles. 10. Mitt Synthese, Struktur und D -Affinität des beta-Carbolin-Analogen 2 von Flutrolin. Arch Pharm (Weinheim) 326: 12: 947-951, 1993.;;;;;;;flutroline;;;
57;A.III.9 ;Gevotroline;is in the ;tricyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;8-fluoro-2,3,4,5-tetrahydro-2-[3-(3-pyridinyl) propyl]-1Hpyrido[ 4,3-b]indole hydrochloride;. ;Gevotroline; has been marketed or used in ;United States of America; under the trade or premarketing names of ;WY 47.384;NM: WY 47.384 Wyeth-Ayerst, USA;. ;Gamma-carboline-type neuroleptic/ antipsychotic compound. Preliminary pharmacological studies. Weak affinity for D 2 dopamine receptor and affinity to sigma sites. Low potential for EPSE. Clinical investigations in the treatment of schizophrenic psychoses.;Council UN~Gevotroline hydrochloride. WY-47.384~Clinical pharmacology and therapeutics~1990~48(110)~#Matheson GK, Guthrie D, Bauer C, Knowles A, White G, Ruston C~Sigma receptor ligands alter concentrations of corticosterone in plasma in the rat~Neuropharmacology~1991~30(1)~79-87#WHO Drug Information~~~1989~3(2)~95;WHO Drug Information vol 3(2): 95, 1989 - USA N Council. Gevotroline hydrochloride. WY-47.384. Clin Pharmacol Ther 48: 110, 1990 - Matheson GK, Guthrie D, Bauer C, et al: Sigma receptor ligands alter concentrations of corticosterone in plasma in the rat. Neuropharmacol 30: 79-87, 1991.;;;;;;;gevotroline;;;
58;A.III.9 ;Piquindone;is in the ;tricyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;(±)-trans-3-ethyl-1,4a,5,6,7,8,8a,9-octahydro-2,6-di-methyl- 4H-pyrrolo[2,3-g]isoquinolin-4-one;. ;Piquindone; has been marketed or used in ;Switzerland; under the trade or premarketing names of ;Ro 22-1319;NM: Ro 22-1319 Roche, CH;. ;Potent D antagonist. Reported to be an atypical neuroleptic/ 2 minor extrapyramidal symptomatology anticipated. Efficacy in the treatment of Tourette's disorder.;"Brooks MA, Lee TL~Determination of piquindone in canine plasma and urine by high-performance liquid chromatography~Journal of chromatography~1986~375(2)~349-57#Cohen J, VANPUTTEN T, Marder S, Stahl S~TREATMENT OF THE SYMPTOMS OF SCHIZOPHRENIA WITH PIQUINDONE-A NEW ATYPICAL NEUROLEPTIC~Psychopharmacology Bulletin~1987~23(3)~514-8#
Kaneda H, Shintani T, Kakigi T, Terada T, Tanimoto K~Comparison of prolactin responses to D-1 and D-2 antagonists in rats: Ro 22-1319 is a potent D-2 antagonist~Biological psychiatry~1989~25(4)~517-22
";Brooks MA, Lee TL: Determination of piquindone in canine plasma and urine by high-performance liquid chromatography. J Chromatogr Biomed Appl 375: 349-357, 1986 - Cohen JD, Van Putten T, Marder S: Treatment of the symptoms of schizophrenia with piquindone: a new atypical neuroleptic. Psychopharmacol Bull 23: (3): 514-518, 1987 - Kaneda H, Shintani T, Kakigi T, et al: Comparison of prolactin responses to D-1 and D-2 antagonists in rats: Ro 22-1319 is a potent D-2 antagonist. Biol Psychiatry 25: 517-522, 1989.;;;;;;;piquindone;;;
