ID;CODE;DRUG-GENERIC1;CONNECTOR1;CATEGORY;CONNECTOR2;CONNECTOR3;OPTIONAL CONNECTOR1;with…..;OPTIONAL CONNECTOR2;CONNECTOR4;FORMULA;CONNECTOR5;DRUG-GENERIC2;CONNECTOR6;COUNTRY;CONNECTOR7;NAMES-TRADE;NAMES-OLD;CONNECTOR8;TEXT for HOW IT MIGHT WORK;REFERENCE1;REFERENCE;COMBINATION_new;DEPOT1_new;DEPOT2_new;COMBINATION;DEPOT1;DEPOT2;Drug-generic (with additions);;;
25;A.III.4 ;Dixyrazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperazineethanol side chain; and a ;full chemical formula of ;2-[2-[4-(3-(10-phenothiazinyl)-2-methyl propyl)-1- piperazinyl]ethoxy] ethanol;. ;Dixyrazine; has been marketed or used in ;Sweden, Belgium, Denmark, Finland, Italy, Norway, Germany; under the trade or premarketing names of ;Esucos, Roscal;NM: Esucos UCB, SWE: tabs. 10mg, 25mg - mixtur (syrup) 1mg/ml - amps. 20mg/2ml NM: Esucos UCB, B, DK, FIN, A: tabs. 10mg, 25mg (not in DK) - amps. 20mg/2ml NM: Esucos UCB, ITA, NOR: tabs. 10mg, 25mg Rodleben, BRD: tabs. 25mg, drops 22mg/ml NM: Roscal Rosco, DK: tabs. 10mg, 25mg (deleted);. ;Sedative in the management of anxiety, behavioral disorders and as premedication for surgery. Only minor extrapyramidal effects. Plasma half-life approx. 6 hours.;RF: Larsson S, Jonmarker C: Postoperative emesis after pediatric strabismus surgery: the effect of dixyrazine compared to droperidol. Acta Anaesthesiol Scand 34: 227-230, 1990 - Oikkonen M, Karkela J, Seppala T: CSF concentrations and clinical effects following intravenous dixyrazine premedication. Eur J Clin Pharmacol 47/5: 445-447, 1995.;Larsson S, Jonmarker C: Postoperative emesis after pediatric strabismus surgery: the effect of dixyrazine compared to droperidol. Acta Anaesthesiol Scand 34: 227-230, 1990 - Oikkonen M, Karkela J, Seppala T: CSF concentrations and clinical effects following intravenous dixyrazine premedication. Eur J Clin Pharmacol 47/5: 445-447, 1995.;;;;;;;dixyrazine (UCB 3412);;;
26;A.III.5 ;Methophenazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperazineethyl side chain; and a ;full chemical formula of ;4-[3-(2-chlorophenothiazin-10-yl)propyl]-1-piperazinyl-ethyl 3,4,5-trimethoxybenzoate;. ;Methophenazine; has been marketed or used in ;Germany, Hungary; under the trade or premarketing names of ;Frenolon, Methofenazin;NM: Frenolon Thiemann, BRD: s-c tabs. 2mg, 5mg NM: Frenolon Medimpex, Egyt, HUN NM: Methofenazin Lentia, BRD: (deleted);. ;Esterified derivative of perphenazine. As major tranquilizer used in the treatment of schizophrenic and schizoaffective psychoses. Studied for the management of Tourette's disorder. Oral dosage 20 to 100 mg/day.;RF: Vencovský E, Fišarová M: Die Anwendung von Frenolon bei der Behandlung des Tics. Arzneim Forsch 19: 518-519, 1969 - Gayté-Sorbier A, Airaudo CB: Etude spectrophotométrique dans l'ultraviolet des dérivés de la phénothiazine. Ann Pharm Franç 41: 167-176, 1983. N S CH2 CH2 N CH3 S CH3;Vencovský E, Fišarová M: Die Anwendung von Frenolon bei der Behandlung des Tics. Arzneim Forsch 19: 518-519, 1969 - Gayté-Sorbier A, Airaudo CB: Etude spectrophotométrique dans l'ultraviolet des dérivés de la phénothiazine. Ann Pharm Franç 41: 167-176, 1983. N S CH2 CH2 N CH3 S CH3;;;;;;;methophenazine (methophenazate);;;
27;A.III.5 ;Imiclopazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperazineethyl side chain; and a ;full chemical formula of ;1-[2-[4-(3-(2-chlorophenothiazin-10-yl) propyl)-1- piperazinyl]ethyl]-3-methylimidazolidin-2-one;. ;Imiclopazine; has been marketed or used in ;Germany; under the trade or premarketing names of ;Ponsital;NM: Ponsital Asta-Werke, BRD: (deleted);. ;Classified as moderately potent antipsychotic. Neuroleptic threshold 13½ mg. Oral dosage up to 30 mg/day.;RF: Haase HJ, Linden KJ, Boragk J: Erfahrungen in der Therapie schizophrener Psychosen mit dem Phenothiazinderivat Imiclopazine unter dem Kriterium der neuroleptischen Schwelle. Med Welt 28: 1565-1570, 1969.;Haase HJ, Linden KJ, Boragk J: Erfahrungen in der Therapie schizophrener Psychosen mit dem Phenothiazinderivat Imiclopazine unter dem Kriterium der neuroleptischen Schwelle. Med Welt 28: 1565-1570, 1969.;;;;;;;imiclopazine (chlorimpiphenine);;;
28;A.III.5 ;Oxaflumazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperazineethyl side chain; and a ;full chemical formula of ;10-[3-[4-(2-(1,3-dioxanyl)ethyl)-1-piperazinyl]propyl]-2- (trifluoromethyl) phenothiazine;. ;Oxaflumazine; has been marketed or used in ;France; under the trade or premarketing names of ;Oxaflumine;NM: Oxaflumine Diamant, F: (deleted: formerly as tabs. 100mg and drops 4%);. ;Clinical dosage according to references 50 to 300 mg daily (maximum about 600 mg/day). Has been used in the management of psychoses with marked delusional features. Rapid onset of action reported. In small doses desinhibition, at high dosage sedative effects.;RF: Deniker P, Ginestet D, Peron Magnan P, et al: Etude clinique de l'oxaflumazine. Sa place parmi les neuroleptiques. Thérapie 26: 227-233, 1971 - Sizaret P, Degiovanni A, Penaud J: Etude discriminative de l'action d'un psychotrope par emploi des fiches B.P.R.S. L'Encéphale 61: 316-324, 1972.;Deniker P, Ginestet D, Peron Magnan P, et al: Etude clinique de l'oxaflumazine. Sa place parmi les neuroleptiques. Thérapie 26: 227-233, 1971 - Sizaret P, Degiovanni A, Penaud J: Etude discriminative de l'action d'un psychotrope par emploi des fiches B.P.R.S. L'Encéphale 61: 316-324, 1972.;;;;;;;oxaflumazine;;;
29;A.III.6  ;Thioridazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;(±)-10-[2-(1-methyl-2-piperidyl)ethyl]-2- methylthiophenothiazine (hydrochloride);. ;Thioridazine; has been marketed or used in ;Netherlands, Austria, Germany, Belgium, Republic of South Africa, Switzerland, Denmark, France, Finland, Greece, Norway, United Kingdom, Italy, Portugal, Spain, Iceland, Sweden, United States of America; under the trade or premarketing names of ;Melleril, Melleretten, Meleril, Mallorol, Elperil, Flaracantyl, Mefurine, Orsanil, Ridazine, Stalleril, Tirodil, Mellaril, Visergil;NM: Melleril Sandoz Wander, NL: tabs. 25mg, 50mg, 100mg - s-c tabs. 25mg, 100mg - retard tabs. 200mg - susp. 10mg/ml NM: Melleretten Sandoz Wander,NL:s-c tabs.10mg solution 3% - Sandoz, A, BRD: f-c tabs.5mg (in BRD also drops 30mg/ml (1dr 1mg) saft 10mg/5ml)-(in A also sol. 1 %) NM: Melleril Sandoz, BRD, A: s-c/f-c tabs. 25mg,50mg (in A) 100mg -retard tabs.200mg - drops 30mg/ml NM: Melleril Wander Sandoz, B: s-c tabs. 25mg and 100mg NM: Melleril Sandoz, CH - Wander, RSA: s-c tabs. 10mg, 25mg, 50mg, 100mg (not in CH) - retard tabs. 30mg and 200mg - suspension 5mg/ml (deleted in CH) - Melleretten drops 30mg/ml (not in RSA) NM: Melleril Sandoz, DK: s-c tabs. 10mg, 25mg, 50mg, 100mg - drops 30mg/ml (deleted) - mikstur (syrup) 5mg/ml (deleted) NM: Melleril Sandoz, F: s-c tabs. 10mg, 50mg, 100mg - supension buvable 4% - suspension à 2 pour mille: 10mg/5ml NM: Melleril Sandoz, FIN: f-c tabs. 10mg, 25mg, 50mg, 100mg - retard tabs. 200mg NM: Melleril Sandoz, GR: s-c tabs. 100mg - retard tabs. 30mg and 200mg NM: Melleril Sandoz Pharma, NOR: s-c tabs. 10mg, 25mg, 50mg, 100mg - mikstur 5mg/ml NM: Melleril Sandoz, UK: f-c tabs. 10mg, 25mg, 50mg, 100mg - syrup 25mg/5ml - suspension 25mg/5ml and 100mg/5ml NM: Melleril Sandoz, ITA: s-c tabs. 25mg, 50mg - SR tabs. 200mg - Mellerette: s-c tabs. 10mg - sol. 30mg/ml NM: Melleril Sandoz, PORT: s-c tabs. 10mg, 25mg, 100mg - SR tabs. 200mg - sol. 30mg/ml NM: Meleril Sandoz Pharma, ESP: s-c tabs. 10mg, 50mg, 100mg - SR tabs. 200mg - sol. 30mg/ml - susp. 0.2% NM: Melleril Sandoz, A: f-c tabs. 25mg, 50mg, 100mg - SR tabs. 200mg - susp. 1% NM: Melleril Sandoz, ICL: tabs. 10mg, 25mg, 100mg - mixture 5mg/ml NM: Mallorol Sandoz, SWE: tabs. 10mg, 25mg, 50mg, 100mg - drops 30mg/ml - mixtur 10mg/ml - Mallorol retard SR tabs.200mg NM: Elperil Elpen, GR: s-c tabs. 100mg - retard tabs. 30mg, 200mg NM: Flaracantyl Leontik, GR: tabs. 100mg NM: Mefurine Uni-Pharma, GR: tabs. 25mg, 50mg and 100mg NM: Orsanil Orion, FIN: s-c tabs. 10mg, 25mg, 50mg, 100mg - mikstuura 10mg per ml - Orsanil retard tabs. 50mg and 200mg NM: Ridazine Rolab, RSA: tabs. 25mg, 50mg, 100mg NM: Stalleril Pharmacal, FIN: f-c tabs. 25mg, 50mg, 100mg - retard tabs. 50mg and 200mg - mikstuura 10mg/ml (range deleted) NM: Tirodil Medipolar, FIN: tabs. 10mg, 25mg, 50mg, 100mg - depot tabs. 50mg and 200mg - mikstuura 10mg/ml (range deleted) NM: Mellaril Sandoz, USA: tabs. 10mg, 15mg, 50mg, 100mg, 150mg, 200mg - suspension 25mg/5ml and 100mg/5ml - concentrate 30mg/ml and concentrate 100mg/ml NM: Visergil Sandoz, ITA: s-c tabs. 10mg+0.58mg dihydroergotoxin mesylate - drops 10mg+0.58mg;. ;For the treatment of psychotic disorders, anxiety states, behavioral disturbances and as short-term treatment of depressive symptoms. Minor extrapyramidal effects/ anticholinergic properties. Dosage 75 to 150 mg daily, clinically up to 600 - 800 mg/day. Various active metabolites, e.g. mesoridazine and sulforidazine. The (+) and (-) isomers act as partially selective D and D antagonists respectively. 2 1 Terminal plasma half-life of thioridazine and mesoridazine about 16 hours/ also other data reported.;RF: Eap CB, Koeb L, Powell K, Baumann P: Determination of the enantiomers of thioridazine, thioridazine 2- sulfone, and of the isomeric pairs of thioridazine 2-sulfoxide and thioridazine 5-sulfoxide in human plasma. J Chromatogr B 669: 271-279, 1995 - Buckley NA, Whyte IM, Dawson AH: Cardiotoxicity more common in thioridazine overdose than with other neuroleptics. Clin Toxicol 33/3: 199-204, 1995 - Lambert T, Keks N, McGrath J & al: Remoxipride versus thioridazine in the treatment of first episode of schizophrenia in drug-naive patients: A case for specific, low potency D antagonists. Hum Psychopharmacol 10/6: 455-460, 2 1995.;Eap CB, Koeb L, Powell K, Baumann P: Determination of the enantiomers of thioridazine, thioridazine 2- sulfone, and of the isomeric pairs of thioridazine 2-sulfoxide and thioridazine 5-sulfoxide in human plasma. J Chromatogr B 669: 271-279, 1995 - Buckley NA, Whyte IM, Dawson AH: Cardiotoxicity more common in thioridazine overdose than with other neuroleptics. Clin Toxicol 33/3: 199-204, 1995 - Lambert T, Keks N, McGrath J & al: Remoxipride versus thioridazine in the treatment of first episode of schizophrenia in drug-naive patients: A case for specific, low potency D antagonists. Hum Psychopharmacol 10/6: 455-460, 2 1995.;;;;;;;thioridazine;;;
30;A.III.6  ;Mesoridazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;10-[2-(1-methyl-2-piperidyl)ethyl]-2-methyl sulfinylphenothiazine (as besylate);. ;Mesoridazine; has been marketed or used in ;United States of America, Netherlands, Italy, Switzerland; under the trade or premarketing names of ;Serentil, Lidanil, TPS 23;NM: Serentil Boehringer Ingelheim, USA: tabs. 10mg, 25mg, 50mg and 100mg - amps. 25mg/ml -concentrate for oral use 25mg/ml NM: Lidanil Sandoz, NL, ITA: (deleted) NM: TPS 23 Sandoz, CH;. ;Active metabolite of thioridazine. Used in the management of psychotic disorders. Dosage between 100 and 400 mg/day/ at lower dosage in the treatment of behavioral disturbances, as adjunct in mental retardation and alcoholism. Terminal plasma half-life about 16 hours/ for other data list half-lives.;RF: Niedzwiecki DM, Cubeddu LX, Mailman RB: Comparative anticholinergic properties of thioridazine, mesoridazine and sulforidazine. J Pharmacol Exp Ther 250: 126-133, 1989 - Mohammad T, Midha KK, Hawes EM: Synthesis of deuterium labelled analogues of S-oxidative metabolites of thioridazine. J Label Compd Radiopharm 27: 181-188, 1989.;Niedzwiecki DM, Cubeddu LX, Mailman RB: Comparative anticholinergic properties of thioridazine, mesoridazine and sulforidazine. J Pharmacol Exp Ther 250: 126-133, 1989 - Mohammad T, Midha KK, Hawes EM: Synthesis of deuterium labelled analogues of S-oxidative metabolites of thioridazine. J Label Compd Radiopharm 27: 181-188, 1989.;;;;;;;mesoridazine (NC 123, thioridazine sulfoxide);;;
31;A.III.6  ;Sulforidazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;10-[2-(1-methyl-2-piperidyl)ethyl]-2-methyl sulfonylphenothiazine;. ;Sulforidazine; has been marketed or used in ;Germany; under the trade or premarketing names of ;Inofal;NM: Inofal Sandoz, BRD: s-c tabs. 50mg (deleted);. ;Active metabolite of thioridazine. Used in the treatment of schizophrenia and manic states. Dosage 100 to 400 mg daily. Mean plasma half-life about 13 hours. A less active metabolite is the N-demethylated derivative (TPD 6).;RF: Mohammad T, Midha KK, Hawes EM: Synthesis of deuterium labelled analogues of S-oxidative metabolites of thioridazine. J Label Compd Radiopharm 27: 181-188, 1989 - Cohen BM, Lipinski JF, Waternaux C: A fixed dose study of the plasma concentration and clinical effects of thioridazine and its major metabolites. Psychopharmacology 97(4) : 481-488, 1989.;Mohammad T, Midha KK, Hawes EM: Synthesis of deuterium labelled analogues of S-oxidative metabolites of thioridazine. J Label Compd Radiopharm 27: 181-188, 1989 - Cohen BM, Lipinski JF, Waternaux C: A fixed dose study of the plasma concentration and clinical effects of thioridazine and its major metabolites. Psychopharmacology 97(4) : 481-488, 1989.;;;;;;;sulforidazine (TPN 12);;;
32;A.III.6  ;Periciazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;10-[3-(4-hydroxypiperidino)propyl] phenothiazine-2-carbonitrile;. ;Periciazine; has been marketed or used in ;Netherlands, Switzerland, Belgium, France, Austria, Germany, Finland, Republic of South Africa, Denmark, Norway, Sweden, Greece, United Kingdom, Spain; under the trade or premarketing names of ;Neuleptil, Aolept, Neuperil, Neulactil, Nemactil;NM: Neuleptil Rhône-Poulenc Rorer, NL, CH: caps. 5mg,10mg -tabs.25mg - drops 1% and 4% B: caps. 5mg, 10mg - drops 1% and 4% NM: Neuleptil Spécia, F: caps. 10mg - f-c tabs. 25mg -drops 1% (4 drops 1 mg) and drops 4% NM: Neuleptil Rhône-Poulenc Rorer, ITA: tabs.10mg - drops 2% NM: Neuleptil Vitoria, PORT: tabs. 10mg - drops 4% NM: Neuleptil Gerot, A: tabs. 10mg - drops 1%, 4% NM: Aolept Bayer, BRD: Tropfen 4% (1 drop 1mg) (deleted) NM: Neuperil Orion, FIN: tabs. 2½mg, 10mg and 25mg (range deleted) NM: Neulactil Rhône-Poulenc Rorer, DK, RSA: tabs. 2½mg, 10mg - Neulactil Embonate: mixture 2mg/ml (mikstur in DK deleted) - Rhône-Poulenc Rorer, FIN: tabs. 2½mg, 10mg, 25mg - Rhône-Poulenc Rorer, NOR: tabs.10mg and 25mg NM: Neulactil Rhône-Poulenc Rorer, SWE: tabs. 10mg NM: Neuleptil Specia, GR: caps. 10mg - drops 4% (1 drop 1 mg) NM: Neulactil Rhône-Poulenc Rorer, UK: tabs. 2½mg, 10mg, 25mg - forte syrup 10mg/5ml NM: Nemactil Rhône-Poulenc Rorer, ESP: tabs. 10mg, 50mg - drops 5% (range deleted);. ;Used in the treatment of behavioral disorders, major psychoses, severe anxiety and tension, confusional states, agitation in the elderly. Dosage about 10 to 75 mg daily. According to French references incidentally up to 500 mg/day.;RF: Becker RE: Propericiazine: effectiveness against hostility and aggression as compared to chlorpromazine. Curr Ther Res 29: 925-928, 1981 - Jonckheere JA, de Broe ME, de Leenheer AP: Assay for propericiazine in human plasma by GLC/MS. Clin Chem 29: 1280, 1983 - Nishikawa T, Tsuda A, Tanaka M: Propylactic effect of neuroleptics in symptom-free schizophrenics: a comparative dose-response study of haloperidol and propericiazine. Psychopharmacology 82: 153-156, 1984.;Becker RE: Propericiazine: effectiveness against hostility and aggression as compared to chlorpromazine. Curr Ther Res 29: 925-928, 1981 - Jonckheere JA, de Broe ME, de Leenheer AP: Assay for propericiazine in human plasma by GLC/MS. Clin Chem 29: 1280, 1983 - Nishikawa T, Tsuda A, Tanaka M: Propylactic effect of neuroleptics in symptom-free schizophrenics: a comparative dose-response study of haloperidol and propericiazine. Psychopharmacology 82: 153-156, 1984.;;;;;;;periciazine (pericyazine, propericiazine, 8909 RP);;;
33;A.III.6  ;Piperacetazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;10-[3-[4-(2-hydroxyethyl)piperidino]propyl] phenothiazin-2-yl methyl ketone;. ;Piperacetazine; has been marketed or used in ;Belgium, United States of America; under the trade or premarketing names of ;Actazine, Quide, Psymod, SC 10.490PC 1421;NM: Actazine Lakeside/Wellcome, B: tabs. 10mg, 25mg -amps. 1ml (deleted) NM: Quide Dow Pharmaceuticals, USA: tabs.10mg, 25mg NM: Psymod Pitman Moore, USA: veterinary tranquilizer NM: SC 10.490 Searle, USA - PC 1421 (Pitman Moore);. ;Neuroleptic with minor extrapyramidal symptoms. Anticholinergic effects/ postural hypotension, bradycardia. Used in the treatment of psychoses. Dosage 40 to 160 mg/day. Also used as a tranquilizer for small animals.;RF: Lapierre YD, Lee M: Piperacetazine in the treatment of mixed neurotics. Curr Ther Res 19: 105-109, 1976 - Dominguez RA: Tardive dyskinesia following low doses of piperacetazine. Am J Psychiatry 137: 1617- 1618,l98O - Rhoades HM, Overall JE: Side effect potentials of different antipsychotic and antidepressant drugs. Psychopharmacol Bull 20(1) : 83-88, 1984.;Lapierre YD, Lee M: Piperacetazine in the treatment of mixed neurotics. Curr Ther Res 19: 105-109, 1976 - Dominguez RA: Tardive dyskinesia following low doses of piperacetazine. Am J Psychiatry 137: 1617- 1618,l98O - Rhoades HM, Overall JE: Side effect potentials of different antipsychotic and antidepressant drugs. Psychopharmacol Bull 20(1) : 83-88, 1984.;;;;;;;piperacetazine;;;
34;A.III.6  ;Pipotiazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;10-[3-[4-(2-hydroxyethyl)piperidino]propyl]-N,N-dimethylphenothiazine- 2-sulfonamide;. ;Pipotiazine; has been marketed or used in ;Netherlands, Switzerland, Belgium, France, FinlandNorway, Iceland, United Kingdom, Republic of South Africa, Spain; under the trade or premarketing names of ;Piportil, Piportil Longum-4, Piportyl palmitat, Piportil Depot, Lonseren, Piportil 19.336 RP Piportil L 419.552 RP, Piportil M 2 19.551 RP;NM: Piportil Rhône-Poulenc Rorer, NL, CH: tabs. 10mg B: tabs. 10mg - drops 4% (1 gt 1mg) NM: Piportil Spécia, F: tabs. 10mg - amps. 10mg per 2ml - gouttes buvables 4% NM: Piportil Longum-4 Rhône-Poulenc Rorer, B, CH, NL - Spécia, F: amps. 25mg/ml (not in NL) and amps. 100mg/4ml (palmitate ester) NM: Piportyl palmitat Rhône-Poulenc Rorer, DK, FIN, NOR, ICL: amps.50mg/ml and 100mg/2ml NM: Piportil Depot Rhône-Poulenc Rorer, UK: amps. 50mg/ml - 100mg/2ml (palmitate) NM: Piportil Depot Rhône-Poulenc Rorer,RSA: amps. 50mg/ml (palmitate) NM: Lonseren Rhône-Poulenc Rorer, ESP: tabs. 10mg - amps. 100mg/4ml (palmitate) NM: Piportil Pipotiazine base = 19.336 RP NM: Piportil L 4 palmitate ester= 19.552 RP NM: Piportil M 2 undecylenate ester = 19.551 RP (deleted);. ;DA antagonist. 'Neuroleptique majeur' for the management of psychotic disorders. Dosage of the oral form (base) about 5 to 15 mg once daily. At doses over 60 mg more marked neuroleptic effects. Terminal plasma half-life of pipotiazine base after oral administration to patients about 11 hours. Intervals between succesive administrations of Piportil Longum-4 about 4 weeks, with peak levels after approx. 2 weeks. Formerly also used as undecylenate.;RF: Bechelli LPC, Navas-Filho F: Short-term double-blind trial of pipothiazine palmitate and haloperidol in the acute phase of schizophrenia. L'Encéphale XII: 121-125,l986 - Blanc M, Girard M, Granier F: Pharmacocinétique de l'ester palmitique de pipotiazine, après administration intramusculaire chez des malades schizophrènes. Therapie 41: 27-30, 1986 - Pérez-Arnau FA, Olmedillas Alvaro R, Turón Gil JV, Miró Aguede A: Terapéutica de mantenimiento con palmitato de pipotiazina. Psiquis 13/9: 386-392, 1992.;Bechelli LPC, Navas-Filho F: Short-term double-blind trial of pipothiazine palmitate and haloperidol in the acute phase of schizophrenia. L'Encéphale XII: 121-125,l986 - Blanc M, Girard M, Granier F: Pharmacocinétique de l'ester palmitique de pipotiazine, après administration intramusculaire chez des malades schizophrènes. Therapie 41: 27-30, 1986 - Pérez-Arnau FA, Olmedillas Alvaro R, Turón Gil JV, Miró Aguede A: Terapéutica de mantenimiento con palmitato de pipotiazina. Psiquis 13/9: 386-392, 1992.;;;;;;;pipotiazine;;;
35;A.III.6  ;A 124;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;10-[3-(4-methoxypiperidino)propyl]phenothiazin-2-yl methyl ketone;. ;A 124; has been marketed or used in ;Germany; under the trade or premarketing names of ;;;. ;(Siegfried, BRD) Neuroleptique à gauche/ minor antidepressant properties. Studied in the treatment of psychoses. Dosage 300 mg/day.;RF: Berzewski H, Hippius H, Petri H, et al: Klinische Untersuchungen mit einem neuen Piperidylphenothiazin-Derivat (A 124). Arzneim Forsch 20: 949-952,l970.;Berzewski H, Hippius H, Petri H, et al: Klinische Untersuchungen mit einem neuen Piperidylphenothiazin-Derivat (A 124). Arzneim Forsch 20: 949-952,l970.;;;;;;;A 124;;;
36;A.III.6  ;Pecazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;10-[(1-methyl-3-piperidyl)methyl]phenothiazine;. ;Pecazine; has been marketed or used in ;Germany; under the trade or premarketing names of ;Pacatal;NM: Pacatal Promonta-Lundbeck, BRD: deleted: formerly as tabs. 12½mg, 25mg and amps. 50mg/2ml);. ;Atypical neuroleptic. Pronounced anticholinergic effects. Has been used for artificial hibernation. No recent data.;RF: Davis JM: Recent developments in the drug treatment of schizophrenia. Am J Psychiatry 133: 208-214, 1976.;Davis JM: Recent developments in the drug treatment of schizophrenia. Am J Psychiatry 133: 208-214, 1976.;;;;;;;pecazine (mepazine);;;
37;A.III.6  ;Pipamazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;1-[3-(2-chlorophenothiazin-10-yl)propyl] piperidine-4- carboxamide (hydrochloride);. ;Pipamazine; has been marketed or used in ;United States of America, France; under the trade or premarketing names of ;Mornidine, Nausidol;NM: Mornidine Searle, USA: (deleted: formerly in tabs. 5mg and amps. of 5mg/ml) NM: Nausidol Gremy-Longuet, F: (not marketed);. ;Insignificant neuroleptic activity/ at high doses postural hypotension and slight extrapyramidal symptoms. Claimed to exert a selective inhibitive effect on the vomiting center. In USA introduced as antiemetic in 1958.;; ;;;;;;;pipamazine (SC 8016);;;
38;A.III.6  ;Homophenazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;perhydro-4-[3-(2-trifluoromethylphenothiazin-10-yl)propyl]-1,4- diazepin-1-ethanol;. ;Homophenazine; has been marketed or used in ;Belgium, Germany, Italy; under the trade or premarketing names of ;Pasaden;NM: Pasaden Asta Medica, B: tabs. 3mg (deleted) Pasaden Homburg, BRD: (deleted) Pasaden Farmades, ITA: tabs. ½mg, 1mg - drops 0.5%;. ;Low-dose neuroleptic with minor extrapyramidal symptoms. Has been used in the treatment of behavioral disorders, especially in the elderly. No recent information.;RF: Pernhaupt G, Quatember R: Pharmacopsychologischer Beitrag zur klinischen Anwendung eines Psychosedativums. Wien Med Wochenschr 120: 737-740, 1970.;Pernhaupt G, Quatember R: Pharmacopsychologischer Beitrag zur klinischen Anwendung eines Psychosedativums. Wien Med Wochenschr 120: 737-740, 1970.;;;;;;;homophenazine (D 775);;;
39;A.III.6  ;Perimetazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;1-[3-(2-methoxyphenothiazin-10-yl)-2-methylpropyl]-4- piperidinol;. ;Perimetazine; has been marketed or used in ;France; under the trade or premarketing names of ;Leptryl;NM: Leptryl Roger Bellon, F (deleted: formerly tabs. of 25mg, 100mg, amps. 10mg/ml, drops. 4%);. ;Minor neuroleptic activity. Sedative and analgesic properties. Dosage 100 to 300 mg daily. No recent data.;RF: Picard JM, Pagnon F, Helmer J, et al: La périmétazine en chirurgie cardiaque sous circulation extracorporelle. Anaesth Analg Reanim 29: 395-399, 1972.;Picard JM, Pagnon F, Helmer J, et al: La périmétazine en chirurgie cardiaque sous circulation extracorporelle. Anaesth Analg Reanim 29: 395-399, 1972.;;;;;;;perimetazine (9159 RP, 1317 AN);;;
40;A.III.6  ;Metopimazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperidine side chain; and a ;full chemical formula of ;1-[3-[2-(methylsulfonyl)phenothiazin-10-yl] propyl]piperidine-4- carboxamide;. ;Metopimazine; has been marketed or used in ;Belgium, France, Greece, Denmark; under the trade or premarketing names of ;Vogalène, Vogalene;NM: Vogalène Rhône Poulenc Rorer, B: tabs. 2½mg - drops 4mg per ml - amps. 10mg/ml - suppos. 5mg NM: Vogalène Schwartz Pharma, F: s-c tabs. 2½mg - Lyoc tabs. 7½mg - gouttes 4mg/ml - soluté buvable 5mg/5ml - gélules 15mg - suppositories 5mg - amps. 10mg/ml NM: Vogalene Theraplix, GR: drops 5mg/5ml - caps. 15mg NM: Vogalene Rhône-Poulenc Rorer, DK: f-c tabs. 5mg;. ;Sedative, analgesic and antiemetic agent. Anticholinergic properties. Used in the treatment of nausea and vomiting. Elimination half-life about 4½ hours.;RF: Moertel CG, Reitemeier RJ: Controlled studies of metopimazine for the treatment of nausea and vomiting. J Clin Pharmacology 13: 283-287, 1973 - Seigneuric C, Plantavid M, Sorbette F, et al: Syndrome extrapyramidal. Rôle possible de la métopimazine. Presse Médicale 12: 962-963, 1983.;Moertel CG, Reitemeier RJ: Controlled studies of metopimazine for the treatment of nausea and vomiting. J Clin Pharmacology 13: 283-287, 1973 - Seigneuric C, Plantavid M, Sorbette F, et al: Syndrome extrapyramidal. Rôle possible de la métopimazine. Presse Médicale 12: 962-963, 1983.;;;;;;;metopimazine (9965 RP, EXP 999);;;
